neighborhood,sqft,bedrooms,bathrooms,lot_size_sqft,year_built,stories,garage_spaces,has_basement,has_porch,renovated_last_10yrs,fireplace,condition_score,distance_to_downtown_km,crime_index,school_rating,walk_score,property_tax_annual,vacant_lot_nearby,sale_price
Palmer Woods,1668.0,4,2.0,3340.0,1984,1.5,2.0,1,1,1,0,7.0,9.15,18.6,6.3,52.8,2507.0,0,473987.0
Cody Rouge,1425.0,2,1.5,2271.0,1954,1.0,0.0,1,0,1,0,4.1,4.12,69.3,3.8,60.4,1186.0,0,12000.0
Sherwood Forest,488.0,2,1.5,2889.0,1953,1.0,1.0,0,1,1,0,7.5,5.73,39.6,6.0,69.0,1111.0,0,70206.0
Greenfield,1477.0,4,1.5,2828.0,1968,2.0,0.0,0,0,1,0,6.2,6.06,63.8,5.9,49.3,1228.0,0,48720.0
Grandmont-Rosedale,1903.0,3,1.5,4202.0,1947,1.0,2.0,0,0,1,0,7.3,6.62,73.4,6.2,61.4,3117.0,0,115479.0
West Village,1046.0,1,1.0,4467.0,1947,1.5,1.0,0,1,0,0,8.0,6.29,40.9,6.0,41.7,1808.0,0,171280.0
University District,1718.0,4,1.5,3197.0,1959,2.0,0.0,1,1,1,0,7.4,6.11,100.0,4.9,19.6,2004.0,0,166314.0
Greenfield,1121.0,3,2.0,6342.0,1977,1.0,0.0,1,1,0,0,3.3,8.97,81.0,2.7,41.9,2105.0,1,12000.0
Boston-Edison,494.0,3,1.5,2284.0,1972,2.0,1.0,1,1,1,0,5.2,1.34,39.0,9.1,64.2,1049.0,0,213360.0
Boston-Edison,1305.0,4,2.0,7472.0,1971,2.0,0.0,0,1,0,0,5.5,5.92,50.6,4.5,75.9,2291.0,0,264542.0
Brightmoor,1619.0,4,2.0,7244.0,1932,1.0,1.0,0,1,0,1,6.1,6.81,79.3,3.4,61.2,2379.0,0,12000.0
Grandmont-Rosedale,2041.0,4,1.5,3925.0,1942,1.5,1.0,1,1,0,0,5.7,13.48,82.6,4.7,16.7,1624.0,0,106150.0
Sherwood Forest,1740.0,5,1.0,3038.0,1951,2.0,,1,0,0,0,,14.6,80.0,,,693.0,1,116741.0
Lafayette Park,1211.0,4,1.0,4891.0,1890,1.0,2.0,0,0,0,0,5.8,9.17,47.3,7.4,38.0,2680.0,0,107856.0
Indian Village,1942.0,4,1.5,1985.0,1941,1.5,0.0,1,1,0,1,5.7,9.85,35.3,7.5,58.9,2158.0,0,340604.0
Cody Rouge,1868.0,3,1.0,4297.0,1942,1.0,1.0,0,1,1,1,3.0,11.47,78.7,4.0,47.9,2091.0,1,12000.0
Morningside,1788.0,3,1.0,4059.0,1960,1.0,0.0,1,1,0,0,3.7,0.5,68.0,4.5,63.1,2009.0,0,46179.0
Corktown,1367.0,3,2.0,1452.0,1915,2.0,1.0,1,0,0,0,7.5,7.25,38.1,6.3,44.5,1750.0,0,291545.0
Corktown,2273.0,4,1.0,3943.0,1946,2.5,1.0,0,0,0,0,3.3,6.04,44.6,6.0,37.7,2449.0,0,363622.0
Brightmoor,829.0,2,2.0,3112.0,1942,2.0,0.0,0,1,1,0,2.9,8.54,83.1,2.8,54.3,1092.0,0,12000.0
Greenfield,1814.0,3,1.0,5821.0,1970,1.5,1.0,0,1,0,0,6.9,5.54,60.4,4.2,68.3,1751.0,0,53623.0
Lafayette Park,1316.0,2,1.5,5463.0,1933,2.0,0.0,1,1,0,0,3.5,9.95,49.2,5.6,48.2,2123.0,0,118741.0
Jefferson-Chalmers,1234.0,3,2.5,1200.0,1934,1.5,0.0,1,1,0,1,6.5,12.07,60.0,5.1,47.3,1428.0,0,31203.0
Jefferson-Chalmers,662.0,4,1.0,5223.0,1936,2.0,0.0,1,0,1,0,4.9,12.28,58.2,5.4,39.8,2721.0,1,12000.0
Corktown,480.0,4,1.5,4892.0,2017,1.0,0.0,1,1,1,0,7.2,4.32,63.2,6.0,59.4,3068.0,0,163267.0
Morningside,1415.0,2,1.5,6805.0,1949,1.5,2.0,0,1,0,0,4.0,10.65,55.8,4.8,57.7,1089.0,1,12000.0
Morningside,2473.0,3,3.0,7917.0,1964,1.0,1.0,0,0,0,0,4.6,7.66,89.7,5.4,30.5,862.0,1,87285.0
Russell Woods,1854.0,4,2.0,7382.0,1981,2.0,1.0,1,0,0,1,4.9,4.4,65.8,5.9,41.4,2563.0,0,86040.0
Indian Village,1082.0,3,1.0,3632.0,1989,2.0,2.0,1,1,1,1,4.2,12.01,90.6,9.1,52.2,3137.0,0,316001.0
Indian Village,1540.0,4,2.5,3945.0,1970,1.0,0.0,1,0,0,0,7.2,7.39,19.1,7.5,57.2,786.0,0,361059.0
Chadsey-Condon,1911.0,3,1.5,8605.0,1931,2.5,0.0,1,1,0,1,,10.14,77.1,4.1,55.8,2225.0,0,12000.0
Lafayette Park,1599.0,4,1.0,2211.0,1940,2.0,1.0,1,1,0,0,5.6,9.65,51.2,6.5,52.3,2443.0,0,185838.0
Corktown,1527.0,4,1.5,3392.0,1912,2.0,0.0,1,1,0,0,8.1,10.96,46.0,6.8,55.2,2398.0,0,336311.0
Cody Rouge,1500.0,3,2.0,5288.0,1989,1.5,2.0,1,1,0,0,2.4,10.52,62.6,5.3,47.3,1280.0,0,12000.0
Chadsey-Condon,970.0,2,1.5,6619.0,1944,1.0,1.0,1,0,0,0,3.7,6.97,90.4,3.3,41.9,2819.0,0,12000.0
Indian Village,1321.0,3,1.5,5318.0,1911,1.0,0.0,1,0,0,1,7.2,9.77,44.7,7.1,33.9,1797.0,0,266517.0
University District,1939.0,3,1.5,5260.0,1935,1.0,1.0,1,1,0,1,7.1,13.09,52.3,7.0,33.2,1119.0,0,201251.0
Boston-Edison,2093.0,4,1.5,2815.0,1900,2.0,1.0,1,1,1,0,8.8,1.49,45.1,5.6,70.9,1230.0,0,370873.0
Grandmont-Rosedale,1268.0,2,1.0,5733.0,1955,2.0,1.0,1,0,0,1,7.8,3.6,63.0,5.2,59.1,1739.0,0,79615.0
Midtown,1417.0,3,1.0,9108.0,1998,1.5,1.0,1,1,0,0,5.2,5.09,48.2,8.4,46.0,1963.0,0,241573.0
Palmer Woods,2121.0,3,2.0,3403.0,1914,2.0,2.0,1,1,0,0,3.5,4.73,69.8,8.7,49.2,1611.0,0,384709.0
West Village,1158.0,3,2.0,2719.0,1951,1.0,2.0,1,1,0,0,6.4,6.42,50.3,8.5,48.8,2141.0,0,209394.0
Russell Woods,1057.0,3,1.5,7184.0,1975,1.5,,1,1,0,1,,6.52,66.3,,,2480.0,1,12000.0
Sherwood Forest,2519.0,3,1.5,5398.0,1938,1.0,2.0,1,1,0,0,7.7,7.49,56.9,4.8,46.8,1929.0,0,232353.0
Sherwood Forest,1656.0,4,2.0,4112.0,1939,1.0,0.0,0,1,1,0,8.0,0.5,48.1,6.2,73.4,754.0,0,231283.0
Cody Rouge,1153.0,3,2.0,5242.0,1961,1.0,2.0,1,0,0,0,6.3,21.1,69.1,3.3,47.6,2457.0,0,12000.0
Sherwood Forest,1747.0,2,2.0,4426.0,1959,2.0,0.0,1,0,0,0,3.9,13.59,96.4,6.2,41.9,3152.0,0,120450.0
Palmer Woods,1855.0,3,2.5,4603.0,1952,1.0,,1,1,0,0,,13.01,63.9,,,1542.0,0,413947.0
Sherwood Forest,101.60000000000001,2,1.0,6793.0,1924,2.0,2.0,0,1,0,1,4.1,9.7,63.9,6.7,46.3,1834.0,0,157866.0
Bagley,1272.0,4,2.0,3752.0,1998,1.0,1.0,1,1,0,0,4.6,6.4,69.9,4.5,61.7,1934.0,0,69877.0
Morningside,1417.0,5,2.5,3137.0,1917,2.0,1.0,1,1,0,0,5.6,12.62,56.0,2.8,46.6,2000.0,1,24540.0
West Village,1083.0,4,1.0,3662.0,1968,2.0,1.0,0,0,0,1,5.4,9.13,89.5,8.1,40.0,2321.0,0,132503.0
Morningside,1369.0,4,2.0,5828.0,1944,2.0,2.0,1,1,1,0,4.3,7.24,83.6,2.9,69.3,443.0,0,32110.0
West Village,1072.0,2,2.5,2639.0,1947,1.0,2.0,0,1,0,0,8.2,9.55,56.9,3.8,31.2,1881.0,0,148662.0
Bagley,1785.0,3,2.0,6832.0,1961,2.0,1.0,1,1,0,0,5.5,7.29,60.4,6.2,56.6,1296.0,0,150699.0
Boston-Edison,1431.0,2,2.0,3493.0,1978,1.5,2.0,1,0,0,1,4.5,10.76,13.1,7.0,30.6,2324.0,0,211714.0
Bagley,821.0,2,2.0,4682.0,1911,1.0,1.0,1,1,0,0,4.5,13.3,61.1,5.0,58.2,853.0,0,12000.0
Corktown,1599.0,3,2.5,5271.0,1912,1.0,0.0,1,1,0,0,,14.35,44.6,,32.7,2089.0,0,244799.0
Greenfield,1858.0,1,1.0,2288.0,1971,1.0,2.0,1,1,1,0,6.6,15.2,75.6,5.9,35.1,1606.0,0,59643.0
Grandmont-Rosedale,900.0,3,2.0,4192.0,1911,2.0,1.0,1,1,0,0,6.3,4.26,48.5,5.3,49.4,300.0,0,22259.0
University District,651.0,2,2.5,4062.0,1947,1.5,1.0,1,1,0,0,6.1,6.69,61.8,7.1,54.3,1825.0,0,72139.0
Bagley,1746.0,2,1.5,3335.0,1952,1.0,0.0,1,1,0,1,8.9,8.29,63.3,5.9,37.3,1123.0,0,104784.0
Palmer Woods,1951.0,4,1.0,3632.0,1984,1.5,0.0,1,1,1,1,7.1,0.5,64.8,8.4,52.3,1750.0,0,493311.0
Indian Village,1468.0,2,2.5,5230.0,1927,1.0,1.0,1,1,0,1,5.6,5.36,57.9,6.7,69.8,819.0,0,344602.0
East English Village,2149.0,3,2.0,2772.0,1938,1.5,1.0,0,1,0,0,6.1,10.76,76.7,4.0,21.8,2009.0,0,71537.0
Jefferson-Chalmers,1767.0,2,2.0,7066.0,1946,1.5,0.0,1,0,1,0,6.4,8.53,37.9,4.2,71.5,2197.0,1,79387.0
West Village,1930.0,2,2.0,7126.0,1950,2.0,0.0,1,0,1,1,4.6,11.31,42.4,8.2,33.5,300.0,0,256863.0
Indian Village,2420.0,4,2.0,6046.0,1945,2.0,1.0,0,1,1,0,6.4,2.42,75.7,8.4,59.1,491.0,0,475458.0
Corktown,1542.0,5,1.5,6324.0,1924,2.0,1.0,0,1,0,0,4.2,19.94,62.2,5.7,39.7,779.0,0,229077.0
Bagley,1936.0,3,2.0,3278.0,1978,2.0,0.0,1,1,0,0,4.4,9.33,45.3,3.6,46.3,1321.0,0,129471.0
West Village,507.0,2,1.0,6423.0,1967,2.0,1.0,0,1,1,1,,6.72,85.4,7.4,37.2,993.0,0,93204.0
Midtown,2309.0,3,1.0,2188.0,1978,2.0,,1,0,1,0,,3.3,31.3,,,2090.0,0,318073.0
Jefferson-Chalmers,2657.0,3,1.5,3577.0,1947,2.0,1.0,1,1,1,0,5.3,6.55,79.7,4.3,36.2,1592.0,0,162162.0
Cody Rouge,2193.0,3,2.5,4751.0,1930,1.0,0.0,1,1,0,0,5.4,9.74,86.2,2.7,31.3,2660.0,0,22010.0
University District,1764.0,3,2.5,3008.0,1909,1.0,0.0,0,1,0,1,7.2,13.07,45.3,5.6,40.2,2269.0,0,146276.0
Palmer Woods,1408.0,2,1.0,5328.0,1944,2.0,1.0,1,1,0,0,6.7,13.38,42.7,8.4,37.1,2254.0,0,310878.0
University District,1808.0,3,1.5,5595.0,1969,1.5,,1,0,0,0,,4.71,52.8,,,2384.0,0,188003.0
University District,1097.0,2,1.0,5576.0,1974,2.0,2.0,0,0,0,0,4.1,13.49,91.4,8.6,53.7,1478.0,0,94075.0
University District,1071.0,3,1.0,5062.0,1961,1.0,1.0,1,1,0,0,6.3,15.35,27.8,4.9,35.1,1891.0,0,70404.0
Brightmoor,1995.0,3,2.0,5172.0,1963,2.0,1.0,1,1,1,0,6.3,10.45,44.0,3.1,44.9,2107.0,0,79530.0
East English Village,1241.0,3,2.0,6044.0,1940,1.5,0.0,1,0,0,0,4.2,3.23,51.3,5.4,66.1,1288.0,0,47212.0
Cody Rouge,1075.0,3,1.0,4029.0,1977,1.0,0.0,1,1,0,0,4.4,13.7,84.8,3.8,45.6,1230.0,0,12000.0
Brightmoor,2764.0,5,1.0,3717.0,1931,2.0,1.0,1,1,0,0,5.9,10.64,80.8,4.0,65.7,2358.0,1,93347.0
Jefferson-Chalmers,1064.0,2,1.5,6318.0,1961,2.0,0.0,1,1,0,0,6.7,6.78,68.0,5.5,40.7,1689.0,1,12000.0
Lafayette Park,921.0,3,1.5,2218.0,1935,2.0,0.0,1,1,0,1,4.9,9.68,74.4,7.7,50.0,300.0,0,35707.0
Sherwood Forest,667.0,3,1.5,4563.0,1949,1.0,0.0,1,1,0,1,2.4,6.26,57.3,5.0,48.9,1849.0,0,12000.0
Palmer Woods,1200.0,4,1.0,6461.0,1955,1.0,1.0,1,1,0,1,,12.82,39.8,,,1650.0,0,397936.0
Palmer Woods,1763.0,4,2.0,5358.0,1950,1.0,1.0,1,0,0,0,6.6,5.97,66.4,9.4,50.3,1844.0,0,443733.0
Brightmoor,2303.0,3,1.5,4651.0,1942,1.0,1.0,0,1,0,1,4.5,9.64,86.6,3.0,40.2,2324.0,0,15863.0
Boston-Edison,1559.0,3,1.5,5009.0,1961,2.0,1.0,1,1,0,0,7.3,3.14,56.6,6.5,46.6,2200.0,0,288152.0
Corktown,1285.0,3,1.5,4430.0,1937,1.5,1.0,1,1,0,0,3.5,5.54,44.6,7.1,53.9,1572.0,0,261601.0
Brightmoor,866.0,5,1.0,3953.0,1941,1.0,0.0,0,1,0,0,3.5,17.92,64.7,3.1,47.3,2745.0,0,12000.0
Brightmoor,1964.0,3,1.0,3639.0,1997,2.0,1.0,1,0,0,1,5.9,4.93,68.7,4.2,70.1,1088.0,0,63792.0
Indian Village,1697.0,2,1.5,4623.0,1909,1.0,1.0,1,1,0,0,6.7,12.54,32.3,5.8,43.0,2326.0,0,305871.0
Chadsey-Condon,885.0,5,1.5,5411.0,1968,1.0,1.0,0,0,0,0,3.0,8.77,70.7,2.0,48.5,1744.0,0,12000.0
Midtown,687.0,3,1.0,4208.0,1925,2.0,1.0,1,1,0,0,4.7,9.95,67.7,6.4,55.0,811.0,0,86117.0
Boston-Edison,1253.0,3,2.0,3407.0,1951,2.0,1.0,1,0,0,0,4.6,10.3,80.1,7.8,44.2,1202.0,1,135250.0
Boston-Edison,2017.0,4,1.5,4332.0,1981,1.0,0.0,1,1,0,1,8.6,8.24,62.2,7.1,41.1,1385.0,0,337014.0
Chadsey-Condon,1473.0,3,1.0,2785.0,1945,2.0,1.0,1,0,1,1,4.6,6.66,76.7,3.9,60.2,1634.0,0,12000.0
Greenfield,1458.0,3,1.5,5757.0,1945,1.0,1.0,0,0,0,0,2.7,9.65,67.0,2.7,51.4,1339.0,1,12000.0
University District,1150.0,3,2.0,5825.0,1969,1.0,1.0,1,1,0,0,6.8,2.49,40.4,6.3,33.8,1460.0,0,149810.0
Bagley,963.0,3,1.0,5616.0,1941,2.0,0.0,1,1,0,0,6.4,3.31,60.0,6.5,71.1,2716.0,0,54164.0
Sherwood Forest,1935.0,2,2.0,3023.0,1945,1.0,,1,0,1,0,,4.11,46.7,,,1478.0,0,176617.0
Indian Village,1245.0,3,2.0,6267.0,1960,1.0,1.0,1,1,0,1,6.4,11.75,57.3,9.1,56.9,2044.0,0,348430.0
Lafayette Park,1329.0,2,1.5,4426.0,1919,1.0,1.0,1,1,0,0,5.7,4.0,48.9,6.1,49.3,3221.0,0,136597.0
Bagley,849.0,3,1.5,4271.0,1937,1.0,1.0,1,1,0,0,6.3,8.99,65.1,5.9,39.5,668.0,0,24094.0
Morningside,1394.0,2,1.5,5761.0,1914,2.0,1.0,1,1,0,0,6.4,15.6,66.5,4.4,13.5,1656.0,1,12000.0
Greenfield,2207.0,3,1.0,5485.0,1890,1.0,1.0,1,1,0,0,,9.15,28.1,4.9,55.8,2057.0,0,89275.0
Midtown,1153.0,2,1.5,5172.0,1906,2.5,0.0,0,1,0,1,5.7,14.67,42.3,4.5,61.3,927.0,0,98262.0
Cody Rouge,1190.0,3,2.0,4198.0,1948,1.0,1.0,0,0,0,1,3.7,9.61,83.6,5.5,40.6,300.0,0,12000.0
Sherwood Forest,747.0,4,1.0,5892.0,1942,2.0,2.0,1,0,1,0,5.6,12.82,52.7,5.7,68.7,2431.0,0,95839.0
East English Village,1215.0,4,1.5,5324.0,1938,2.0,2.0,0,1,1,0,4.0,8.96,70.8,4.7,56.1,1027.0,1,12000.0
Warrendale,1220.0,1,1.5,4287.0,1939,1.0,2.0,1,1,0,0,4.6,12.97,59.1,2.8,44.9,2135.0,0,12000.0
Greenfield,1290.0,2,1.0,4677.0,1992,2.0,1.0,1,1,0,0,5.2,10.18,99.9,6.0,54.8,1319.0,0,12000.0
West Village,1053.0,3,2.0,3871.0,1937,1.0,0.0,1,1,1,0,4.2,10.76,38.4,6.0,34.3,2039.0,0,227850.0
University District,1347.0,2,1.5,7860.0,1964,1.5,0.0,1,1,0,0,6.1,11.59,55.8,5.5,32.5,3080.0,0,108549.0
Sherwood Forest,1886.0,4,1.5,5055.0,1971,1.0,2.0,1,0,0,1,7.6,14.76,51.5,7.5,38.8,1982.0,0,203164.0
Cody Rouge,701.0,3,1.0,1200.0,1918,2.0,0.0,1,1,0,0,4.9,13.83,73.8,5.6,42.5,2904.0,0,12000.0
East English Village,731.0,2,1.5,4466.0,1954,1.0,0.0,0,1,1,0,4.0,11.01,71.0,4.7,37.6,920.0,1,12000.0
Corktown,1341.0,3,2.0,6626.0,1917,2.0,1.0,1,1,0,0,7.5,13.59,61.9,5.8,47.6,3275.0,0,235250.0
Boston-Edison,1268.0,2,2.5,1200.0,1954,1.0,1.0,0,1,0,0,7.7,9.35,54.9,7.7,60.3,1673.0,0,163976.0
University District,957.0,2,1.5,3205.0,1967,1.0,1.0,1,1,0,0,7.9,7.72,91.3,8.4,70.0,1486.0,0,106585.0
Grandmont-Rosedale,1828.0,5,1.5,7354.0,1920,2.0,0.0,1,0,0,0,5.5,5.5,65.1,7.0,63.7,1981.0,0,127130.0
Greenfield,1335.0,2,2.0,5211.0,1952,1.0,1.0,1,1,1,0,2.1,4.62,100.0,6.4,41.0,1386.0,0,12000.0
Palmer Woods,1275.0,3,1.5,1200.0,1970,2.0,2.0,0,1,1,0,9.6,12.61,54.9,8.4,40.2,2601.0,0,454971.0
Brightmoor,1041.0,4,1.5,3969.0,1941,2.0,1.0,1,0,1,0,4.1,4.47,67.7,1.5,64.4,2470.0,0,12000.0
Cody Rouge,480.0,2,1.0,2101.0,1939,2.0,2.0,1,0,0,0,2.5,3.53,68.2,3.8,33.7,1311.0,1,12000.0
Grandmont-Rosedale,1277.0,3,1.0,4893.0,1926,1.0,0.0,1,1,1,1,7.8,12.02,84.0,6.5,31.0,992.0,0,66166.0
Boston-Edison,1288.0,3,1.5,6174.0,1957,1.5,1.0,1,0,1,0,5.3,4.25,55.7,6.7,52.4,1211.0,0,243035.0
Midtown,2239.0,2,1.5,2441.0,1902,2.0,2.0,1,1,0,0,5.7,15.38,32.1,7.7,56.9,2801.0,0,261029.0
Sherwood Forest,2165.0,3,1.5,7346.0,1965,2.0,1.0,0,1,0,0,5.5,13.74,42.5,5.3,56.0,1811.0,0,202821.0
East English Village,1099.0,3,1.5,1200.0,1967,1.0,0.0,1,0,1,1,2.6,9.09,93.2,5.2,51.0,1397.0,0,12000.0
Morningside,1900.0,4,1.0,4529.0,1926,1.0,0.0,1,1,0,1,4.7,1.65,66.7,5.4,55.2,2392.0,0,81539.0
Cody Rouge,1540.0,4,1.0,6911.0,1946,2.0,1.0,1,0,0,0,4.7,4.59,91.3,3.7,62.4,1334.0,1,12000.0
Indian Village,768.0,4,1.0,4212.0,1978,2.0,0.0,1,1,0,1,5.6,7.57,42.0,7.5,39.8,2178.0,0,266101.0
Sherwood Forest,723.0,4,2.0,6149.0,1939,1.0,1.0,1,1,0,0,7.9,10.01,51.5,8.3,51.8,1119.0,1,46699.0
Cody Rouge,979.0,3,3.0,6280.0,1995,2.0,0.0,1,0,0,0,4.1,3.23,73.2,4.5,55.8,2171.0,0,12000.0
Midtown,1120.0,1,2.5,2899.0,1955,1.5,0.0,1,1,1,0,7.2,13.34,24.8,7.0,55.5,2027.0,0,201118.0
Sherwood Forest,1797.0,4,1.0,4675.0,1966,2.0,2.0,1,0,0,1,7.6,15.95,42.8,5.9,51.4,2634.0,0,192820.0
Morningside,1242.0,3,2.0,2789.0,1946,1.0,1.0,0,1,1,0,4.8,6.0,59.3,4.0,38.7,1254.0,0,12000.0
Grandmont-Rosedale,480.0,4,1.5,6010.0,1936,1.0,2.0,1,1,0,0,2.6,0.5,31.1,6.8,51.5,2494.0,0,12000.0
Brightmoor,1075.0,2,1.0,4557.0,1937,1.5,1.0,1,1,0,1,2.6,4.35,60.4,1.1,73.0,1488.0,1,12000.0
Brightmoor,1354.0,4,1.0,1696.0,1943,2.0,1.0,0,0,0,0,3.9,4.83,70.7,3.8,53.4,1697.0,0,12000.0
West Village,1932.0,3,2.5,4799.0,1929,1.5,2.0,1,0,0,0,4.8,7.96,39.4,6.1,36.7,442.0,0,208592.0
Cody Rouge,636.0,2,1.0,1958.0,1900,1.0,0.0,0,1,0,0,7.1,5.72,85.3,2.6,48.0,1631.0,1,12000.0
Morningside,1508.0,4,1.0,6324.0,1939,2.0,2.0,0,1,0,1,2.6,7.51,82.7,5.0,50.8,1464.0,0,33654.0
Palmer Woods,1181.0,3,2.0,5572.0,1960,1.0,1.0,1,1,0,0,6.1,6.48,41.1,9.0,41.6,1578.0,0,372376.0
West Village,549.0,2,2.0,1476.0,1915,1.0,1.0,1,1,1,0,3.7,10.6,68.1,6.1,45.6,1638.0,0,61013.0
Warrendale,480.0,3,1.0,6178.0,1921,1.0,1.0,1,0,0,0,5.4,9.97,73.1,4.2,44.0,1472.0,0,12000.0
Indian Village,1433.0,3,2.0,5226.0,1930,1.0,2.0,0,1,0,1,4.6,15.29,10.5,7.4,53.0,1861.0,0,317186.0
Sherwood Forest,1517.0,2,1.5,3776.0,1908,1.5,1.0,1,0,1,0,4.9,7.33,47.3,6.9,57.7,2412.0,0,157955.0
Boston-Edison,1234.0,3,1.5,3336.0,1987,1.5,1.0,0,1,0,1,5.9,8.14,48.2,8.6,54.1,1982.0,0,221084.0
Corktown,2255.0,3,1.5,7181.0,1945,1.0,1.0,0,0,1,0,6.9,8.87,42.0,6.1,58.0,994.0,0,361987.0
Boston-Edison,1522.0,4,2.0,6778.0,1999,2.5,1.0,1,1,1,0,7.4,10.29,75.1,6.4,43.5,1656.0,0,281011.0
Jefferson-Chalmers,1053.0,4,1.0,3868.0,1963,2.0,0.0,1,1,0,0,3.7,5.09,84.9,3.8,73.9,1858.0,0,12000.0
Warrendale,1594.0,2,1.0,1822.0,1930,1.5,1.0,1,1,0,0,4.4,19.48,47.2,5.1,40.2,2663.0,0,12000.0
West Village,1547.0,3,2.0,7216.0,1937,1.0,1.0,1,1,0,0,5.1,10.97,42.3,7.6,41.7,997.0,0,240024.0
East English Village,1449.0,2,1.5,7919.0,1969,1.0,1.0,0,1,0,0,3.3,14.04,76.3,5.4,36.5,1406.0,1,12000.0
Greenfield,1513.0,3,2.0,5626.0,2003,1.0,1.0,1,1,0,0,6.3,11.45,77.0,3.2,63.9,1219.0,0,24877.0
Boston-Edison,1441.0,3,2.0,2578.0,1930,1.0,1.0,1,1,1,1,4.1,6.08,40.4,7.6,58.7,2937.0,0,227297.0
Palmer Woods,1450.0,3,1.0,3489.0,1941,2.5,0.0,1,0,0,0,3.8,9.4,45.8,8.5,58.9,1387.0,0,329683.0
West Village,1130.0,4,1.0,4634.0,1929,2.0,0.0,1,1,0,0,4.9,0.65,48.9,5.9,42.2,1674.0,0,150433.0
Chadsey-Condon,1628.0,2,1.5,6772.0,1979,1.0,0.0,1,0,1,0,1.9,21.92,70.3,3.9,41.0,2022.0,0,12000.0
Midtown,1250.0,3,1.0,4319.0,1930,1.5,2.0,1,1,0,1,7.1,10.08,46.0,7.7,67.9,1679.0,0,201653.0
Boston-Edison,725.0,1,2.5,3620.0,1943,1.0,1.0,1,1,1,0,6.4,11.56,71.9,5.4,55.4,1869.0,0,128610.0
East English Village,747.0,4,1.0,5546.0,1961,2.0,0.0,1,1,0,0,4.3,7.85,53.2,4.2,45.9,1510.0,1,12000.0
Palmer Woods,1677.0,3,1.0,4845.0,1959,1.5,0.0,0,0,0,0,6.0,10.69,63.8,6.9,27.6,758.0,0,292221.0
Lafayette Park,1115.0,3,1.0,4490.0,1962,1.5,2.0,1,1,0,1,8.1,4.77,53.2,5.0,65.2,2772.0,0,131693.0
Cody Rouge,1940.0,3,1.5,3493.0,1954,1.5,0.0,1,1,1,0,5.6,2.79,81.8,5.3,47.5,1351.0,1,53705.0
Grandmont-Rosedale,2330.0,2,1.0,6263.0,1951,1.0,1.0,1,1,0,1,4.4,11.5,41.3,4.5,53.1,2460.0,0,157045.0
Jefferson-Chalmers,1563.0,3,2.0,3760.0,1916,2.5,2.0,0,0,0,0,3.5,4.02,39.9,5.2,51.5,1933.0,0,43052.0
Greenfield,2038.0,3,1.5,3221.0,1952,1.5,1.0,0,1,0,1,6.2,0.5,52.2,4.2,34.5,3680.0,0,87516.0
Jefferson-Chalmers,1098.0,3,2.0,4523.0,1950,1.0,1.0,1,1,0,0,4.8,7.8,55.8,4.4,34.8,2725.0,0,12000.0
Indian Village,917.0,3,2.0,4303.0,1921,1.0,2.0,1,0,0,1,4.9,8.55,36.3,7.0,39.6,300.0,0,242665.0
East English Village,1260.0,3,2.0,2624.0,1937,1.0,1.0,1,1,0,0,4.5,14.14,64.0,4.6,42.6,2580.0,0,12000.0
Morningside,1590.0,3,1.0,3598.0,1940,2.0,0.0,1,1,1,1,5.4,9.85,76.5,5.3,65.5,2530.0,0,61384.0
Lafayette Park,1429.0,2,1.5,1200.0,1971,1.0,0.0,1,1,0,0,6.4,11.95,81.0,6.7,68.3,2349.0,0,111603.0
Midtown,957.0,3,1.0,5215.0,1937,1.0,0.0,1,1,0,1,8.4,7.94,68.2,6.5,35.4,1771.0,0,138182.0
Bagley,1211.0,4,2.0,5414.0,1931,2.5,1.0,1,0,0,0,3.8,5.15,45.2,4.5,55.5,3052.0,0,78870.0
Jefferson-Chalmers,1595.0,3,1.5,3713.0,1913,1.0,,1,1,0,0,,10.88,45.6,,,1370.0,0,41186.0
Greenfield,1207.0,3,1.0,5545.0,1966,1.0,1.0,1,1,1,1,6.4,7.65,91.8,3.2,55.6,1816.0,1,12000.0
Chadsey-Condon,1595.0,2,2.0,3609.0,1966,2.0,1.0,1,0,0,0,5.2,9.49,92.0,4.8,75.4,1683.0,0,12000.0
Palmer Woods,842.0,1,2.0,4641.0,1915,2.0,2.0,0,1,0,1,6.6,19.86,33.7,8.2,32.5,1326.0,0,234139.0
Boston-Edison,1765.0,3,2.0,7065.0,1897,2.0,2.0,1,1,0,0,6.8,10.38,51.7,7.7,56.9,1439.0,0,232645.0
Indian Village,1117.0,3,1.5,2686.0,1960,1.0,0.0,0,1,0,0,5.8,6.44,53.2,7.8,60.5,1336.0,0,212745.0
Cody Rouge,700.0,4,1.0,3033.0,1983,1.0,2.0,1,1,0,0,8.3,14.0,87.9,4.7,53.4,1417.0,0,12000.0
Warrendale,1592.0,5,1.5,4872.0,1952,1.0,1.0,1,0,1,0,4.8,11.59,68.8,6.9,40.0,1362.0,0,53079.0
West Village,1463.0,2,2.0,3979.0,1975,2.0,1.0,0,1,0,1,6.6,2.87,55.8,8.6,51.0,2332.0,0,256933.0
Palmer Woods,759.0,2,2.0,2220.0,1959,2.0,0.0,1,1,1,1,5.1,7.14,38.8,6.8,46.7,2415.0,0,316116.0
